#OTU_ID	1.fasta	2.fasta	3.fasta	4.fasta	5.fasta	6.fasta	7.fasta	8.fasta	9.fasta	10.fasta	11.fasta	12.fasta	13.fasta	14.fasta	15.fasta	16.fasta
Bacteria	3175327.0	3637120.0	1910225.0	35852.0	37978.0	27010.0	42696.0	117341.0	11397.0	46461.0	82614.0	9430.0	18118.0	40977.0	22039.0	5328.0
Eukaryota	0	0	0	205.0	0	0	0	0	1779.0	0	0	2942.0	421.0	0	0	1565.0
Viruses	17.0	0	0	225.0	0	300.0	69.0	484.0	69.0	251.0	132.0	92.0	413.0	263.0	138.0	242.0

